area;ciudad;conglomerado;vivienda;hogar;persona;s1p3;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
2;50161; 50161900502;3;1;1;78;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900502;0522;535,276157736196;050161900502031;05016190050203101
2;50161; 50161900502;5;1;1;53;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900502;0522;535,276157736196;050161900502051;05016190050205101
2;50161; 50161900502;5;1;2;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;10;7;2;13;2;1;4;1;1;1;1;2;1;2;1;1;2;050161900502;0522;535,276157736196;050161900502051;05016190050205102
2;50161; 50161900502;5;1;3;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;7;8;1;2;3;1;1;1;1;2;2;2;1;1;2;050161900502;0522;554,747225929848;050161900502051;05016190050205103
2;50161; 50161900502;7;1;1;68;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900502;0522;535,276157736196;050161900502071;05016190050207101
2;50161; 50161900502;9;1;1;63;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;1;13;13;1;1;2;1;2;2;2;2;2;2;2;2;2;050161900502;0522;554,747225929848;050161900502091;05016190050209101
2;50161; 50161900502;9;1;2;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900502;0522;535,276157736196;050161900502091;05016190050209102
2;50161; 50161900502;9;1;3;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;1;8;1;1;5;1;1;1;1;1;1;2;1;1;2;050161900502;0522;535,276157736196;050161900502091;05016190050209103
2;50161; 50161900502;9;1;4;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;3;0;2;0;1;1;1;1;1;1;1;1;1;1;2;5;10;1;1;1;4;1;1;1;1;1;2;2;2;2;2;050161900502;0522;554,747225929848;050161900502091;05016190050209104
2;50161; 50161900502;11;1;1;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;1;1;0;0;3;0;1;1;1;1;1;1;1;1;1;1;10;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;050161900502;0522;554,747225929848;050161900502111;05016190050211101
2;50161; 50161900502;11;1;2;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;2;0;2;0;1;1;1;1;1;1;1;1;1;1;5;2;7;1;1;1;2;1;2;2;2;2;2;2;2;2;2;050161900502;0522;535,276157736196;050161900502111;05016190050211102
2;50161; 50161900502;11;1;3;12;1;4;8;1;1;1;1;2;2;1;1;2; ;1;1;1;1;1;1;3;2;1;5;0;2;0;2; ; ; ; ; ; ; ; ;1;5;7;2;13;1;1;5;1; ; ; ; ; ; ; ; ; ;050161900502;0522;773,381125773168;050161900502111;05016190050211103
2;50161; 50161900502;11;1;4;9;1;4;5;1;1;1;1;2;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;5;1; ; ; ; ; ; ; ; ; ;050161900502;0522;828,982889789623;050161900502111;05016190050211104
2;50161; 50161900701;1;1;1;81;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900701;0522;385,896764879583;050161900701011;05016190070101101
2;50161; 50161900701;3;1;1;71;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900701;0522;385,896764879583;050161900701031;05016190070103101
2;50161; 50161900701;5;1;1;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;6;1;0;0;0;30;1;1;1;1;1;1;2;2;1;1;2;13;13;13;2;1;2;2; ; ; ; ; ; ; ; ; ;050161900701;0522;399,934046600588;050161900701051;05016190070105101
2;50161; 50161900701;5;1;2;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900701;0522;385,896764879583;050161900701051;05016190070105102
2;50161; 50161900701;7;1;1;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;4;0;0;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900701;0522;399,934046600588;050161900701071;05016190070107101
2;50161; 50161900701;7;1;2;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900701;0522;385,896764879583;050161900701071;05016190070107102
2;50161; 50161900701;7;1;3;16;1;6;3;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;2;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;7;5;13;3;2;3;1;1;1;2;2;2;2;2;1;2;050161900701;0522;399,934046600588;050161900701071;05016190070107103
2;50161; 50161900701;7;1;4;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;11;6;1;1;1;1;1;1;1;2;2;1;1;1;2;050161900701;0522;385,896764879583;050161900701071;05016190070107104
2;50161; 50161900701;9;1;1;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;2;2;1;1;2;2;1;10;11;5;2;2;1;12;2; ; ; ; ; ; ; ; ; ;050161900701;0522;399,934046600588;050161900701091;05016190070109101
2;50161; 50161900701;9;1;2;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;99;2;1;1;1;2;1;10;2;5;13;2;1;8;2; ; ; ; ; ; ; ; ; ;050161900701;0522;385,896764879583;050161900701091;05016190070109102
2;50161; 50161900701;9;1;3;13;1;4;9;1;1;1;1;1;2;1;1;2; ;1;1;1;1;2; ;2;3;2; ; ; ; ;1;1;1;2;2;1;1;2;1;1;1;5;2;13;1;1;3;1; ; ; ; ; ; ; ; ; ;050161900701;0522;597,638827522751;050161900701091;05016190070109103
2;50161; 50161900701;9;1;4;11;1;4;8;1;1;1;1;1;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;050161900701;0522;597,638827522751;050161900701091;05016190070109104
2;50161; 50161900701;9;1;5;7;1;4;3;1;1;1;1;1;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;050161900701;0522;597,638827522751;050161900701091;05016190070109105
2;50161; 50161900701;11;1;1;66;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;2;2;2;2;2;1;2;13;13;13;1;2;1;2; ; ; ; ; ; ; ; ; ;050161900701;0522;399,934046600588;050161900701111;05016190070111101
2;50161; 50161900701;11;1;2;62;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900701;0522;385,896764879583;050161900701111;05016190070111102
2;50161; 50161902702;1;1;1;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;1;11;9;13;5;1;2;1;1;1;1;2;1;2;2;1;2;050161902702;0523;338,10881655986;050161902702011;05016190270201101
2;50161; 50161902702;1;1;2;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161902702;0523;326,241538065448;050161902702011;05016190270201102
2;50161; 50161902702;1;1;3;7;1;4;2;1;1;1;1;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;5;1;2;1; ; ; ; ; ; ; ; ; ;050161902702;0523;505,250699262778;050161902702011;05016190270201103
2;50161; 50161902702;3;1;1;23;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161902702;0523;326,241538065448;050161902702031;05016190270203101
2;50161; 50161902702;7;1;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;4;13;13;1;1;1;1;1;1;1;2;2;2;2;1;2;050161902702;0523;338,10881655986;050161902702071;05016190270207101
2;50161; 50161902702;7;1;2;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;10;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;050161902702;0523;326,241538065448;050161902702071;05016190270207102
2;50161; 50161902702;7;1;3;23;1;8;5; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;10;7;2;3;1;5;1;1;1;1;1;1;1;1;1;2;050161902702;0523;326,241538065448;050161902702071;05016190270207103
2;50161; 50161902702;7;1;4;10;1;4;5;1;1;1;1;1;1;1;3;2; ;1;2;1;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;3;1; ; ; ; ; ; ; ; ; ;050161902702;0523;471,362388061702;050161902702071;05016190270207104
2;50161; 50161902702;9;1;1;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;13;13;1;1;2;1;1;1;1;1;1;1;1;1;2;050161902702;0523;338,10881655986;050161902702091;05016190270209101
2;50161; 50161902702;9;1;2;37;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;9;13;1;1;1;1;1;1;1;1;1;1;1;1;2;050161902702;0523;326,241538065448;050161902702091;05016190270209102
2;50161; 50161902702;9;1;3;11;1;4;7;1;1;1;1;1;1;1;1;2; ;1;2;1;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;4;1; ; ; ; ; ; ; ; ; ;050161902702;0523;471,362388061702;050161902702091;05016190270209103
2;50161; 50161902702;11;1;1;54;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;10;5;2;1;2;1;3;1;1;1;1;2;2;2;2;2;2;050161902702;0523;338,10881655986;050161902702111;05016190270211101
2;50161; 50161902702;11;1;2;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3;2;1;5;0;1;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161902702;0523;326,241538065448;050161902702111;05016190270211102
2;50161; 50161902702;11;1;3;23;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3;2;1;3;0;1;0;1;1;1;1;1;1;1;1;1;1;10;5;2;8;1;1;4;1;1;1;1;1;1;1;1;1;2;050161902702;0523;326,241538065448;050161902702111;05016190270211103
2;50161; 50161902702;13;1;1;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;9;7;13;1;1;2;1;1;1;1;1;1;2;1;1;2;050161902702;0523;338,10881655986;050161902702131;05016190270213101
2;50162; 50162900902;1;1;1;76;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;348,771013892198;050162900902011;05016290090201101
2;50162; 50162900902;1;1;2;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;336,529503023746;050162900902011;05016290090201102
2;50162; 50162900902;3;1;1;41;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;1;0;0;7;0;1;1;2; ; ; ; ; ; ;1;2;13;13;13;1;2;2;2; ; ; ; ; ; ; ; ; ;050162900902;0521;348,771013892198;050162900902031;05016290090203101
2;50162; 50162900902;3;1;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;336,529503023746;050162900902031;05016290090203102
2;50162; 50162900902;3;1;3;22;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;1;2;2;1;2;7;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;050162900902;0521;348,771013892198;050162900902031;05016290090203103
2;50162; 50162900902;3;1;4;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;3;0;1;1;2; ; ; ; ; ; ;1;2;9;13;13;1;1;1;1;1;1;1;1;1;2;2;99;99;050162900902;0521;348,771013892198;050162900902031;05016290090203104
2;50162; 50162900902;3;1;5;16;1;6;3;1;1;1;1;1;2;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;4;0;1;1;1;1;1;1;2;1;1;1;5;2;13;13;1;1;3;1;1;1;1;1;1;2;2;1;2;050162900902;0521;348,771013892198;050162900902031;05016290090203105
2;50162; 50162900902;3;1;6;14;1;6;1;1;1;1;1;1;2;1;1;2; ;1;2;1;1;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;5;2;13;13;1;1;3;1; ; ; ; ; ; ; ; ; ;050162900902;0521;521,183684130353;050162900902031;05016290090203106
2;50162; 50162900902;3;1;7;7;1;4;2;1;2;2;1;2;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050162900902;0521;486,226711470041;050162900902031;05016290090203107
2;50162; 50162900902;3;1;9;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;13;13;13;1;2;2;2; ; ; ; ; ; ; ; ; ;050162900902;0521;336,529503023746;050162900902031;05016290090203109
2;50162; 50162900902;5;1;1;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;336,529503023746;050162900902051;05016290090205101
2;50162; 50162900902;9;1;1;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;348,771013892198;050162900902091;05016290090209101
2;50162; 50162900902;9;1;2;46;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;336,529503023746;050162900902091;05016290090209102
2;50162; 50162900902;9;1;3;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;7;13;13;13;4;2;2;1;1;1;1;2;2;2;2;1;2;050162900902;0521;336,529503023746;050162900902091;05016290090209103
2;50162; 50162900902;9;1;4;17;1;6;2;1;1;1;1;2;1;1;1;2; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;7;2;13;4;1;4;1;1;1;1;1;1;2;1;1;2;050162900902;0521;336,529503023746;050162900902091;05016290090209104
2;50162; 50162900902;9;1;5;15;1;6;1;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;9;13;13;4;1;3;1;1;1;1;1;1;2;2;1;2;050162900902;0521;336,529503023746;050162900902091;05016290090209105
2;50162; 50162900902;9;1;6;11;1;4;7;1;1;1;1;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;4;1;4;1; ; ; ; ; ; ; ; ; ;050162900902;0521;521,183684130353;050162900902091;05016290090209106
2;50162; 50162900902;11;1;1;74;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;348,771013892198;050162900902111;05016290090211101
2;50162; 50162900902;13;1;1;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;336,529503023746;050162900902131;05016290090213101
2;50162; 50162900902;13;1;2;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050162900902;0521;348,771013892198;050162900902131;05016290090213102
1;50250; 50250001404;1;1;1;46;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;2;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1427,4531959111;050250001404011;05025000140401101
1;50250; 50250001404;1;1;2;27;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;1;1;1;1;1;2;1;2;1;1;1;4;13;13;1;1;2;1;1;2;2;2;2;2;2;2;2;050250001404;0513;1461,04783754171;050250001404011;05025000140401102
1;50250; 50250001404;1;1;3;16;1;6;2;1;2;2;1;1;2;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;5;13;13;1;1;2;1;1;1;1;2;2;1;1;2;2;050250001404;0513;1461,04783754171;050250001404011;05025000140401103
1;50250; 50250001404;1;1;4;27;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;2;4;10;1;1;2;1;1;2;1;2;1;2;1;2;2;050250001404;0513;1427,4531959111;050250001404011;05025000140401104
1;50250; 50250001404;1;1;5;6;1;4;2;1;2;1;1;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1845,65614692729;050250001404011;05025000140401105
1;50250; 50250001404;3;1;1;34;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;3;59;2;59;1;1;1;1;1;1;1;2;2;1;2;1;10;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1461,04783754171;050250001404031;05025000140403101
1;50250; 50250001404;3;1;2;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;6;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;13;2;13;1;1;3;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1427,4531959111;050250001404031;05025000140403102
1;50250; 50250001404;3;1;3;5;1;4;1;1;2;2;2;2;2;1;4;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1845,65614692729;050250001404031;05025000140403103
1;50250; 50250001404;5;1;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;1;1;0;30;0;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1427,4531959111;050250001404051;05025000140405101
1;50250; 50250001404;5;1;2;29;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;2;1;1;2;2;1;2;13;13;13;4;1;0;1;1;2;2;2;2;2;2;1;2;050250001404;0513;1427,4531959111;050250001404051;05025000140405102
1;50250; 50250001404;7;1;1;59;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;2;2;2;2;2;1;5;2;13;13;1;2;1;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1427,4531959111;050250001404071;05025000140407101
1;50250; 50250001404;7;1;2;42;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1461,04783754171;050250001404071;05025000140407102
1;50250; 50250001404;9;1;1;34;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;5;2;1;10;4;1;2;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1427,4531959111;050250001404091;05025000140409101
1;50250; 50250001404;9;1;2;16;1;4;10;1;1;2;1;2;2;1;1;1;9; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;5;8;13;4;1;2;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1461,04783754171;050250001404091;05025000140409102
1;50250; 50250001404;9;1;3;10;1;4;5;1;2;2;1;2;2;1;1;1;10;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;5;7;13;5;2;2;2; ; ; ; ; ; ; ; ; ;050250001404;0513;2001,88884724672;050250001404091;05025000140409103
1;50250; 50250001404;11;1;1;53;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;6;7;11;2;3;1;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1427,4531959111;050250001404111;05025000140411101
1;50250; 50250001404;11;1;2;49;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;6;0;1;1;1;1;1;2;1;1;1;1;1;6;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050250001404;0513;1461,04783754171;050250001404111;05025000140411102
2;50250; 50250902201;3;1;1;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250902201;0522;541,846127652409;050250902201031;05025090220103101
2;50250; 50250902201;5;1;1;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250902201;0522;541,846127652409;050250902201051;05025090220105101
2;50250; 50250902201;5;1;2;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;5;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;050250902201;0522;522,827874998145;050250902201051;05025090220105102
2;50250; 50250902201;5;1;3;13;1;4;9;1;2;2;1;1;2;1;1;2; ;1;2;1;1;1;2;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;5;13;13;1;1;1;1; ; ; ; ; ; ; ; ; ;050250902201;0522;809,70421793405;050250902201051;05025090220105103
2;50250; 50250902201;5;1;4;10;1;4;6;1;1;1;1;1;1;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;1; ; ; ; ; ; ; ; ; ;050250902201;0522;755,395518197048;050250902201051;05025090220105104
2;50250; 50250902201;7;1;1;62;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250902201;0522;522,827874998145;050250902201071;05025090220107101
2;50250; 50250902201;7;1;2;21;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;3;0;0;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250902201;0522;522,827874998145;050250902201071;05025090220107102
2;50250; 50250902201;11;1;1;47;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250902201;0522;522,827874998145;050250902201111;05025090220111101
2;50250; 50250902201;11;1;2;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050250902201;0522;541,846127652409;050250902201111;05025090220111102
