area;ciudad;conglomerado;vivienda;hogar;persona;s1p3;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
2;111160;111160000103;3;1;1;56;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103031;11116000010303101
2;111160;111160000103;3;1;2;53;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;1;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;8;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103031;11116000010303102
2;111160;111160000103;3;1;3;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;1;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;1;2;5;7;1;1;4;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103031;11116000010303103
2;111160;111160000103;3;1;4;17;1;6;3;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;2;5;7;1;1;5;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103031;11116000010303104
2;111160;111160000103;3;1;5;14;1;4;10;1;1;1;1;2;2;1;1;2; ;1;1;1;3;2; ;5;1;1;5;0;0;0;1;1;1;1;1;1;2;2;1;1;1;2;5;7;1;1;4;2; ; ; ; ; ; ; ; ; ;111160000103;1123;579,311460280184;111160000103031;11116000010303105
2;111160;111160000103;3;1;6;8;1;4;4;1;1;1;1;2;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;111160000103;1123;579,311460280184;111160000103031;11116000010303106
2;111160;111160000103;3;1;7;6;1;4;2;1;1;1;1;2;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;5;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111160000103;1123;579,311460280184;111160000103031;11116000010303107
2;111160;111160000103;5;1;1;68;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103051;11116000010305101
2;111160;111160000103;5;1;2;63;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103051;11116000010305102
2;111160;111160000103;5;1;3;41;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103051;11116000010305103
2;111160;111160000103;5;1;4;36;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;2;1;2;1;1;1;2;8;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103051;11116000010305104
2;111160;111160000103;7;1;1;81;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103071;11116000010307101
2;111160;111160000103;7;1;2;33;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;0;0;4;0;1;1;1;1;1;1;1;2;1;1;1;2;7;8;1;1;3;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103071;11116000010307102
2;111160;111160000103;9;1;1;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;10;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103091;11116000010309101
2;111160;111160000103;9;1;2;41;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103091;11116000010309102
2;111160;111160000103;9;1;3;21;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;8;13;1;1;2;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103091;11116000010309103
2;111160;111160000103;9;1;4;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103091;11116000010309104
2;111160;111160000103;9;1;5;8;1;4;4;1;1;1;1;1;2;1;1;1;20;2;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;2;9;13;1;1;4;2; ; ; ; ; ; ; ; ; ;111160000103;1123;579,311460280184;111160000103091;11116000010309105
2;111160;111160000103;11;1;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;5;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103111;11116000010311101
2;111160;111160000103;11;1;2;41;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;10;13;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;111160000103;1123;400,955754229606;111160000103111;11116000010311102
2;111160;111160000103;11;1;3;16;1;6;1;2;1;1;1;2;2;1;1;1;60; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;7;8;1;1;5;2; ; ; ; ; ; ; ; ; ;111160000103;1123;415,540817883962;111160000103111;11116000010311103
2;111355;111355900201;1;1;1;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ;1;1;1;2;1;1;2;2;2;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201011;11135590020101101
2;111355;111355900201;1;1;2;52;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201011;11135590020101102
2;111355;111355900201;1;1;3;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201011;11135590020101103
2;111355;111355900201;1;1;4;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;7;13;1;1;2;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201011;11135590020101104
2;111355;111355900201;1;1;5;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;2;7;8;10;1;1;4;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201011;11135590020101105
2;111355;111355900201;1;1;6;12;1;4;8;1;1;2;1;2;2;1;1;2; ;1;2;1;3;1;1;4;2;1;0;0;1;0;1;1;1;1;2;2;2;2;2;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201011;11135590020101106
2;111355;111355900201;1;1;7;11;1;4;7;1;1;2;1;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201011;11135590020101107
2;111355;111355900201;1;1;8;11;1;4;6;1;1;2;1;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201011;11135590020101108
2;111355;111355900201;1;1;9;8;1;4;4;1;1;2;1;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201011;11135590020101109
2;111355;111355900201;1;1;10;5;1;4;1;1;1;2;1;2;2;1;1;2; ;2;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201011;11135590020101110
2;111355;111355900201;3;1;1;39;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;8;10;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201031;11135590020103101
2;111355;111355900201;3;1;2;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201031;11135590020103102
2;111355;111355900201;3;1;3;14;1;4;10;1;1;1;1;1;2;1;1;2; ;1;2;1;3;2; ;5;2;1;1;0;1;0;1;1;1;1;1;1;2;2;1;1;2;5;7;8;1;1;3;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201031;11135590020103103
2;111355;111355900201;5;1;1;64;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201051;11135590020105101
2;111355;111355900201;5;1;2;62;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201051;11135590020105102
2;111355;111355900201;7;1;1;56;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201071;11135590020107101
2;111355;111355900201;7;1;2;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201071;11135590020107102
2;111355;111355900201;7;1;3;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4;2;1;0;0;2;0;1;1;1;1;1;1;1;2;1;1;2;5;7;9;1;1;2;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201071;11135590020107103
2;111355;111355900201;7;1;4;17;1;6;3;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;5;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201071;11135590020107104
2;111355;111355900201;7;1;5;10;1;4;5;1;2;2;1;2;2;1;1;2; ;1;1;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;111355900201;1121;576,850232621001;111355900201071;11135590020107105
2;111355;111355900201;11;1;1;86;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201111;11135590020111101
2;111355;111355900201;11;1;2;77;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201111;11135590020111102
2;111355;111355900201;11;1;3;61;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201111;11135590020111103
2;111355;111355900201;11;1;4;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201111;11135590020111104
2;111355;111355900201;11;1;5;15;1;6;1;1;2;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;5;2;7;13;1;1;2;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201111;11135590020111105
2;111355;111355900201;11;1;6;8;1;4;3;1;2;1;1;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;618,322528023821;111355900201111;11135590020111106
2;111355;111355900201;14;1;1;72;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;413,775376278507;111355900201141;11135590020114101
2;111355;111355900201;14;1;2;53;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201141;11135590020114102
2;111355;111355900201;14;1;3;16;1;6;2;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;5;2;7;13;1;1;3;2; ; ; ; ; ; ; ; ; ;111355900201;1121;399,252277844138;111355900201141;11135590020114103
2;111355;111355900201;14;1;4;13;1;4;9;1;1;1;1;2;2;1;1;2; ;1;2;1;3;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;2;7;13;1;1;3;2; ; ; ; ; ; ; ; ; ;111355900201;1121;618,322528023821;111355900201141;11135590020114104
2;111450;111450900401;1;1;1;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401011;11145090040101101
2;111450;111450900401;1;1;2;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401011;11145090040101102
2;111450;111450900401;3;1;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401031;11145090040103101
2;111450;111450900401;3;1;2;42;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;5;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401031;11145090040103102
2;111450;111450900401;3;1;3;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;0;0;2;0;1;1;1;1;1;1;1;1;1;1;2;7;8;5;1;1;2;1;1;1;1;1;1;2;1;1;2;111450900401;1121;357,351461331438;111450900401031;11145090040103103
2;111450;111450900401;3;1;4;15;1;6;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;5;7;1;1;0;1;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1;1;1;1;1;1;2;1;1;2;111450900401;1121;357,351461331438;111450900401031;11145090040103104
2;111450;111450900401;3;1;5;13;1;4;9;1;1;1;1;1;1;1;1;2; ;1;2;1;3;2; ;5;7;1;1;0;1;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;111450900401;1121;498,188837263592;111450900401031;11145090040103105
2;111450;111450900401;3;1;6;7;1;4;2;1;2;2;1;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;498,188837263592;111450900401031;11145090040103106
2;111450;111450900401;3;1;7;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;534,005819656936;111450900401031;11145090040103107
2;111450;111450900401;7;1;1;77;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401071;11145090040107101
2;111450;111450900401;7;1;2;74;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401071;11145090040107102
2;111450;111450900401;9;1;1;49;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401091;11145090040109101
2;111450;111450900401;9;1;2;48;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401091;11145090040109102
2;111450;111450900401;9;1;3;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;0;0;2;0;1;1;1;1;1;2;2;2;1;1;2;8;7;13;1;2;3;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401091;11145090040109103
2;111450;111450900401;9;1;4;17;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;0;0;2;0;1;1;1;1;1;2;2;2;2;1;2;13;13;13;1;2;2;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401091;11145090040109104
2;111450;111450900401;13;1;1;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;2; ; ; ; ; ; ;1;2;10;13;13;4;2;1;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401131;11145090040113101
2;111450;111450900401;13;1;2;17;1;6;3;1;2;2;1;1;1;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;2;0;2; ; ; ; ; ; ; ; ;1;5;13;13;13;4;1;1;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401131;11145090040113102
2;111450;111450900401;13;1;3;12;1;4;8;1;2;2;1;2;2;1;1;2; ;1;2;1;3;2; ;3;2;1;0;0;2;0;2; ; ; ; ; ; ; ; ;1;5;13;13;13;4;1;1;2; ; ; ; ; ; ; ; ; ;111450900401;1121;534,005819656936;111450900401131;11145090040113103
2;111450;111450900401;14;1;1;67;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401141;11145090040114101
2;111450;111450900401;14;1;2;46;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;357,351461331438;111450900401141;11145090040114102
2;111450;111450900401;14;1;3;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900401;1121;344,808785410846;111450900401141;11145090040114103
2;111450;111450900401;14;1;4;5;1;4;1;1;1;2;2;2;2;1;5;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;2;2;2;1;5;13;13;13;1;2;2;2; ; ; ; ; ; ; ; ; ;111450900401;1121;498,188837263592;111450900401141;11145090040114104
2;111450;111450900502;1;1;1;64;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502011;11145090050201101
2;111450;111450900502;1;1;2;59;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;11;13;13;1;2;1;2; ; ; ; ; ; ; ; ; ;111450900502;1122;337,256648108948;111450900502011;11145090050201102
2;111450;111450900502;1;1;3;22;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;1;1;1;1;2;5;7;8;1;1;8;1;1;1;1;1;1;1;1;1;1;111450900502;1122;349,524609420477;111450900502011;11145090050201103
2;111450;111450900502;1;1;4;20;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;3;0;1;1;1;1;1;1;1;1;1;1;5;2;7;8;1;1;8;1;1;1;1;1;1;1;1;1;1;111450900502;1122;349,524609420477;111450900502011;11145090050201104
2;111450;111450900502;3;1;1;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;1;4;0;4;0;1;1;1;1;1;1;1;2;1;1;2;7;8;10;1;1;1;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502031;11145090050203101
2;111450;111450900502;3;1;2;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900502;1122;337,256648108948;111450900502031;11145090050203102
2;111450;111450900502;3;1;3;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;7;2;5;10;1;1;3;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502031;11145090050203103
2;111450;111450900502;3;1;4;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;2;0;4;0;1;1;1;1;1;1;1;1;1;1;2;7;8;5;1;1;5;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502031;11145090050203104
2;111450;111450900502;3;1;5;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;8;5;1;1;3;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502031;11145090050203105
2;111450;111450900502;3;1;6;21;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;8;7;13;1;1;2;1;2;2;2;2;2;1;1;1;2;111450900502;1122;349,524609420477;111450900502031;11145090050203106
2;111450;111450900502;3;1;7;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;8;5;1;1;2;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502031;11145090050203107
2;111450;111450900502;3;1;8;75;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502031;11145090050203108
2;111450;111450900502;5;1;1;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;2;2;2;2;1;2;7;13;13;1;2;4;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502051;11145090050205101
2;111450;111450900502;5;1;2;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;5;9;13;1;2;1;2; ; ; ; ; ; ; ; ; ;111450900502;1122;337,256648108948;111450900502051;11145090050205102
2;111450;111450900502;5;1;3;13;1;4;8;1;2;2;1;2;2;1;1;2; ;1;2;1;3;2; ;99; ;1;0;0;2;0;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;111450900502;1122;487,277309888196;111450900502051;11145090050205103
2;111450;111450900502;7;1;1;82;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;111450900502;1122;349,524609420477;111450900502071;11145090050207101
